stock_code,name,close,support_level,resistance_level,total_score,status_tags
603697,有友食品,12.95,12.723333333333334,12.968,62.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
002759,天际股份,45.15,44.55,45.413999999999994,62.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
301292,海科新源,58.83,56.662166666666664,68.56575000000001,62.0,"[""TREND_UP"", ""SPACE_OK""]"
301487,盟固利,23.33,22.393250000000002,27.997750000000003,62.0,"[""PULLBACK"", ""SPACE_OK""]"
301488,豪恩汽电,165.8,155.45,183.88,62.0,"[""TREND_UP"", ""SPACE_OK""]"
603477,巨星农牧,17.99,17.754666666666665,21.248,62.0,"[""PULLBACK"", ""AT_SUPPORT"", ""SPACE_OK""]"
002398,垒知集团,5.85,5.819000000000001,5.9495,61.5,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300179,四方达,15.91,15.5975,16.0965,61.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
300560,中富通,18.08,17.60125,18.28,61.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
605268,王力安防,10.83,10.654166666666667,10.99,60.0,"[""TREND_UP"", ""PULLBACK"", ""AT_SUPPORT"", ""NEAR_RESISTANCE""]"
